index,nctid,MTI_condition,DUI,TUI,condition_id
481,NCT04321993,COVID-19,D000086382,T001007884,condition_3
482,NCT04322123,COVID-19,D000086382,T001007884,condition_3
483,NCT04322188,Respiratory Distress Syndrome,D012128,T001010711,condition_14
484,NCT04322279,COVID-19,D000086382,T001007884,condition_3
485,NCT04322344,COVID-19,D000086382,T001007884,condition_3
486,NCT04322396,Virus Diseases,D014777,T043232,condition_181
487,NCT04322396,Virus Replication,D014779,T043235,condition_163
488,NCT04322396,COVID-19,D000086382,T001007884,condition_3
489,NCT04322487,COVID-19,D000086382,T001007884,condition_3
490,NCT04322487,Epidemics,D058872,T012744,condition_205
491,NCT04322487,"Pneumonia, Viral",D011024,T032427,condition_133
492,NCT04322513,COVID-19,D000086382,T001007884,condition_3
493,NCT04322565,COVID-19,D000086382,T001007884,condition_3
494,NCT04322565,"Pneumonia, Viral",D011024,T032427,condition_133
495,NCT04322682,COVID-19,D000086382,T001007884,condition_3
496,NCT04322773,Protein Corona,D000066970,T000865574,condition_206
497,NCT04322786,Angiotensin-Converting Enzyme Inhibitors,D000806,T002397,condition_207
498,NCT04323228,COVID-19,D000086382,T001007884,condition_3
499,NCT04323332,COVID-19,D000086382,T001007884,condition_3
500,NCT04323345,COVID-19,D000086382,T001007884,condition_3
501,NCT04323514,COVID-19,D000086382,T001007884,condition_3
502,NCT04323527,SARS Virus,D045473,T538594,condition_110
503,NCT04323527,Severe Acute Respiratory Syndrome,D045169,T536434,condition_165
504,NCT04323592,Severe Acute Respiratory Syndrome,D045169,T536434,condition_165
505,NCT04323592,COVID-19,D000086382,T001007884,condition_3
506,NCT04323592,Respiratory Distress Syndrome,D012128,T001010711,condition_14
507,NCT04323631,COVID-19,D000086382,T001007884,condition_3
508,NCT04323644,COVID-19,D000086382,T001007884,condition_3
510,NCT04323644,Surgery,0,0,condition_208
511,NCT04323761,"RNA, Viral",D012367,T036801,condition_195
512,NCT04323787,COVID-19,D000086382,T001007884,condition_3
513,NCT04323800,COVID-19,D000086382,T001007884,condition_3
514,NCT04323800,Convalescence,D003289,T009622,condition_209
515,NCT04323839,Pregnancy,0,0,condition_210
516,NCT04323839,COVID-19,D000086382,T001007884,condition_3
518,NCT04323878,Continuous Positive Airway Pressure,D045422,T538560,condition_211
519,NCT04324021,COVID-19,D000086382,T001007884,condition_3
520,NCT04324047,COVID-19,D000086382,T001007884,condition_3
521,NCT04324073,COVID-19,D000086382,T001007884,condition_3
522,NCT04324190,COVID-19,D000086382,T001007884,condition_3
523,NCT04324190,"Stress, Psychological",D013315,T039102,condition_177
524,NCT04324190,Mental Health,D008603,T025592,condition_212
525,NCT04324463,COVID-19,D000086382,T001007884,condition_3
526,NCT04324463,"Respiration, Artificial",D012121,T036100,condition_112
527,NCT04324489,COVID-19,D000086382,T001007884,condition_3
528,NCT04324528,COVID-19,D000086382,T001007884,condition_3
530,NCT04324528,SARS Virus,D045473,T538594,condition_110
531,NCT04324528,Respiratory Insufficiency,D012131,T036135,condition_175
532,NCT04324528,Cytokine Release Syndrome,D000080424,T000952163,condition_173
533,NCT04324606,COVID-19,D000086382,T001007884,condition_3
534,NCT04324684,"Pneumonia, Viral",D011024,T032427,condition_133
535,NCT04324684,Hypertension,D006973,T020937,condition_139
536,NCT04324684,"Diabetes Mellitus, Type 2",D003924,T011751,condition_6
537,NCT04324684,Obesity,D009765,T029022,condition_13
538,NCT04324684,Cardiovascular Diseases,D002318,T006662,condition_9
539,NCT04324684,"Pulmonary Disease, Chronic Obstructive",D029424,T024361,condition_22
540,NCT04324736,COVID-19,D000086382,T001007884,condition_3
541,NCT04324736,"Diabetes Mellitus, Type 2",D003924,T011751,condition_6
542,NCT04324866,COVID-19,D000086382,T001007884,condition_3
543,NCT04324996,COVID-19,D000086382,T001007884,condition_3
544,NCT04325048,COVID-19,D000086382,T001007884,condition_3
545,NCT04325061,COVID-19,D000086382,T001007884,condition_3
546,NCT04325412,Cardiovascular Diseases,D002318,T006662,condition_9
547,NCT04325633,COVID-19,D000086382,T001007884,condition_3
548,NCT04325646,Severe Acute Respiratory Syndrome,D045169,T536434,condition_165
549,NCT04325646,COVID-19,D000086382,T001007884,condition_3
550,NCT04325672,COVID-19,D000086382,T001007884,condition_3
551,NCT04325867,Angina Pectoris,D000787,T002338,condition_213
552,NCT04325867,Acute Coronary Syndrome,D054058,T679388,condition_214
553,NCT04325867,Heart,D006321,T019151,condition_215
554,NCT04325867,Coronary Artery Disease,D003324,T009717,condition_216
555,NCT04325867,"Angioplasty, Balloon, Coronary",D015906,T047159,condition_217
556,NCT04325867,Stents,D015607,T046174,condition_218
557,NCT04325867,Hypertension,D006973,T020937,condition_139
558,NCT04325867,Systole,D013599,T039951,condition_219
559,NCT04325867,Depression,D003863,T011484,condition_105
560,NCT04325867,COVID-19,D000086382,T001007884,condition_3
561,NCT04325867,Social Isolation,D012934,T038089,condition_220
562,NCT04325893,COVID-19,D000086382,T001007884,condition_3
563,NCT04325906,Patient Positioning,D056888,T735527,condition_221
564,NCT04325906,Cannula,D000072601,T006974,condition_222
565,NCT04325906,Respiratory Distress Syndrome,D012128,T001010711,condition_14
566,NCT04325906,COVID-19,D000086382,T001007884,condition_3
567,NCT04325919,COVID-19,D000086382,T001007884,condition_3
568,NCT04326036,Pulmonary Alveolar Proteinosis,D011649,T034396,condition_223
569,NCT04326036,"Pulmonary Disease, Chronic Obstructive",D029424,T024361,condition_22
570,NCT04326036,Idiopathic Pulmonary Fibrosis,D054990,T703056,condition_15
571,NCT04326036,"Pneumonia, Viral",D011024,T032427,condition_133
572,NCT04326036,COVID-19,D000086382,T001007884,condition_3
573,NCT04326036,"Lung Diseases, Interstitial",D017563,T052666,condition_224
574,NCT04326075,Continuous Positive Airway Pressure,D045422,T538560,condition_211
575,NCT04326075,COVID-19,D000086382,T001007884,condition_3
576,NCT04326075,"Emergency Service, Hospital",D004636,T014151,condition_225
577,NCT04326114,Communicable Diseases,D003141,T009157,condition_160
578,NCT04326114,Respiration Disorders,D012120,T036099,condition_226
579,NCT04326114,Adverse Drug Reaction Reporting Systems,D016907,T050623,condition_227
580,NCT04326114,Cost-Benefit Analysis,D003362,T009795,condition_228
581,NCT04326309,COVID-19,D000086382,T001007884,condition_3
583,NCT04326309,"Rhinitis, Allergic, Seasonal",D006255,T018945,condition_229
584,NCT04326309,Asthma,D001249,T003741,condition_150
585,NCT04326309,"Pulmonary Disease, Chronic Obstructive",D029424,T024361,condition_22
586,NCT04326309,"Influenza, Human",D007251,T658127,condition_10
587,NCT04326309,Common Cold,D003139,T009153,condition_230
588,NCT04326309,Respiratory Tract Infections,D012141,T036165,condition_26
589,NCT04326309,Health Status,D006304,T019120,condition_188
590,NCT04326387,Acute Disease,0,0,condition_231
591,NCT04326387,COVID-19,D000086382,T001007884,condition_3
592,NCT04326387,Respiratory Tract Infections,D012141,T036165,condition_26
593,NCT04326426,COVID-19,D000086382,T001007884,condition_3
594,NCT04326452,COVID-19,D000086382,T001007884,condition_3
595,NCT04326725,Pneumonia,D011014,T032393,condition_74
596,NCT04326725,COVID-19,D000086382,T001007884,condition_3
597,NCT04326790,COVID-19,D000086382,T001007884,condition_3
598,NCT04326920,COVID-19,D000086382,T001007884,condition_3
599,NCT04327180,Virus Replication,D014779,T043235,condition_163
600,NCT04327180,COVID-19,D000086382,T001007884,condition_3
601,NCT04327180,"Respiration, Artificial",D012121,T036100,condition_112
602,NCT04327180,Pneumonia,D011014,T032393,condition_74
603,NCT04327206,COVID-19,D000086382,T001007884,condition_3
604,NCT04327206,Respiratory Tract Diseases,D012140,T036163,condition_232
607,NCT04327349,COVID-19,D000086382,T001007884,condition_3
608,NCT04327388,COVID-19,D000086382,T001007884,condition_3
609,NCT04327401,COVID-19,D000086382,T001007884,condition_3
610,NCT04327401,"Pneumonia, Viral",D011024,T032427,condition_133
611,NCT04327401,Respiratory Distress Syndrome,D012128,T001010711,condition_14
612,NCT04327479,Cardiovascular Diseases,D002318,T006662,condition_9
613,NCT04327479,Heart Disease Risk Factors,D000082742,T000999814,condition_233
614,NCT04327479,SARS Virus,D045473,T538594,condition_110
615,NCT04327505,Severe Acute Respiratory Syndrome,D045169,T536434,condition_165
616,NCT04327505,Cytokine Release Syndrome,D000080424,T000952163,condition_173
617,NCT04327505,Respiratory Distress Syndrome,D012128,T001010711,condition_14
618,NCT04327505,COVID-19,D000086382,T001007884,condition_3
621,NCT04327531,COVID-19,D000086382,T001007884,condition_3
622,NCT04327531,Physician-Patient Relations,D010817,T031903,condition_234
623,NCT04327570,COVID-19,D000086382,T001007884,condition_3
624,NCT04327674,COVID-19,D000086382,T001007884,condition_3
625,NCT04327804,SARS Virus,D045473,T538594,condition_110
626,NCT04328012,COVID-19,D000086382,T001007884,condition_3
627,NCT04328129,COVID-19,D000086382,T001007884,condition_3
628,NCT04328129,"Respiration, Artificial",D012121,T036100,condition_112
629,NCT04328129,SARS Virus,D045473,T538594,condition_110
630,NCT04328272,COVID-19,D000086382,T001007884,condition_3
631,NCT04328285,COVID-19,D000086382,T001007884,condition_3
632,NCT04328441,COVID-19,D000086382,T001007884,condition_3
633,NCT04328454,COVID-19,D000086382,T001007884,condition_3
634,NCT04328467,COVID-19,D000086382,T001007884,condition_3
636,NCT04328467,"Respiration, Artificial",D012121,T036100,condition_112
637,NCT04328467,Respiratory Distress Syndrome,D012128,T001010711,condition_14
638,NCT04328480,COVID-19,D000086382,T001007884,condition_3
639,NCT04328493,COVID-19,D000086382,T001007884,condition_3
641,NCT04328961,COVID-19,D000086382,T001007884,condition_3
643,NCT04328961,Severe Acute Respiratory Syndrome,D045169,T536434,condition_165
645,NCT04329195,Cardiovascular Diseases,D002318,T006662,condition_9
646,NCT04329507,COVID-19,D000086382,T001007884,condition_3
647,NCT04329507,Respiration Disorders,D012120,T036099,condition_226
648,NCT04329533,"Stress, Psychological",D013315,T039102,condition_177
649,NCT04329533,Anxiety,D001007,T003092,condition_104
650,NCT04329533,Sleep Wake Disorders,D012893,T000874097,condition_235
651,NCT04329546,Kinetics,D007700,T023108,condition_236
652,NCT04329559,COVID-19,D000086382,T001007884,condition_3
653,NCT04329559,Liver Cirrhosis,D008103,T024184,condition_237
654,NCT04329572,COVID-19,D000086382,T001007884,condition_3
655,NCT04329611,COVID-19,D000086382,T001007884,condition_3
656,NCT04329650,COVID-19,D000086382,T001007884,condition_3
657,NCT04329832,COVID-19,D000086382,T001007884,condition_3
658,NCT04329897,"Osteoarthritis, Hip",D015207,T044466,condition_238
659,NCT04329897,"Osteoarthritis, Knee",D020370,T060191,condition_239
660,NCT04329897,"Stress, Psychological",D013315,T039102,condition_177
661,NCT04329897,COVID-19,D000086382,T001007884,condition_3
662,NCT04329923,COVID-19,D000086382,T001007884,condition_3
663,NCT04330144,COVID-19,D000086382,T001007884,condition_3
664,NCT04330261,COVID-19,D000086382,T001007884,condition_3
666,NCT04330261,Critical Care,D003422,T009952,condition_240
667,NCT04330261,"Pneumonia, Viral",D011024,T032427,condition_133
668,NCT04330261,Pandemics,D058873,T658151,condition_69
669,NCT04330300,Hypertension,D006973,T020937,condition_139
670,NCT04330300,COVID-19,D000086382,T001007884,condition_3
671,NCT04330495,COVID-19,D000086382,T001007884,condition_3
672,NCT04330495,Janus Kinase Inhibitors,D000075242,T000921621,condition_241
673,NCT04330521,Neoplasms,D009369,T027926,condition_1
674,NCT04330521,COVID-19,D000086382,T001007884,condition_3
675,NCT04330586,COVID-19,D000086382,T001007884,condition_3
676,NCT04330599,COVID-19,D000086382,T001007884,condition_3
677,NCT04330638,COVID-19,D000086382,T001007884,condition_3
678,NCT04330690,COVID-19,D000086382,T001007884,condition_3
679,NCT04331054,COVID-19,D000086382,T001007884,condition_3
680,NCT04331054,Respiratory Tract Diseases,D012140,T036163,condition_232
681,NCT04331106,COVID-19,D000086382,T001007884,condition_3
682,NCT04331171,COVID-19,D000086382,T001007884,condition_3
683,NCT04331366,COVID-19,D000086382,T001007884,condition_3
684,NCT04331470,COVID-19,D000086382,T001007884,condition_3
685,NCT04331509,COVID-19,D000086382,T001007884,condition_3
686,NCT04331574,COVID-19,D000086382,T001007884,condition_3
687,NCT04331574,Hypertension,D006973,T020937,condition_139
688,NCT04331574,Cardiovascular Diseases,D002318,T006662,condition_9
689,NCT04331600,COVID-19,D000086382,T001007884,condition_3
690,NCT04331613,COVID-19,D000086382,T001007884,condition_3
691,NCT04331613,Respiratory Distress Syndrome,D012128,T001010711,condition_14
692,NCT04331613,"Viruses, Unclassified",D014713,T043012,condition_132
693,NCT04331613,Acute Lung Injury,D055371,T036122,condition_178
694,NCT04331665,COVID-19,D000086382,T001007884,condition_3
695,NCT04331665,Pneumonia,D011014,T032393,condition_74
696,NCT04331795,COVID-19,D000086382,T001007884,condition_3
697,NCT04331808,COVID-19,D000086382,T001007884,condition_3
698,NCT04331834,COVID-19,D000086382,T001007884,condition_3
699,NCT04331886,COVID-19,D000086382,T001007884,condition_3
701,NCT04331899,COVID-19,D000086382,T001007884,condition_3
702,NCT04332016,Virus Replication,D014779,T043235,condition_163
703,NCT04332042,"RNA, Viral",D012367,T036801,condition_195
704,NCT04332081,COVID-19,D000086382,T001007884,condition_3
705,NCT04332094,COVID-19,D000086382,T001007884,condition_3
706,NCT04332107,COVID-19,D000086382,T001007884,condition_3
708,NCT04332380,COVID-19,D000086382,T001007884,condition_3
710,NCT04332666,COVID-19,D000086382,T001007884,condition_3
711,NCT04332666,Respiratory Insufficiency,D012131,T036135,condition_175
712,NCT04332666,SARS Virus,D045473,T538594,condition_110
714,NCT04332835,COVID-19,D000086382,T001007884,condition_3
716,NCT04332913,COVID-19,D000086382,T001007884,condition_3
717,NCT04332991,COVID-19,D000086382,T001007884,condition_3
718,NCT04332991,Respiratory Tract Infections,D012141,T036165,condition_26
719,NCT04332991,SARS Virus,D045473,T538594,condition_110
720,NCT04333225,COVID-19,D000086382,T001007884,condition_3
721,NCT04333251,Pneumonia,D011014,T032393,condition_74
722,NCT04333355,COVID-19,D000086382,T001007884,condition_3
723,NCT04333368,COVID-19,D000086382,T001007884,condition_3
724,NCT04333368,Respiratory Distress Syndrome,D012128,T001010711,condition_14
725,NCT04333407,COVID-19,D000086382,T001007884,condition_3
726,NCT04333420,COVID-19,D000086382,T001007884,condition_3
727,NCT04333472,COVID-19,D000086382,T001007884,condition_3
729,NCT04333550,COVID-19,D000086382,T001007884,condition_3
730,NCT04333589,COVID-19,D000086382,T001007884,condition_3
731,NCT04333628,COVID-19,D000086382,T001007884,condition_3
732,NCT04333654,COVID-19,D000086382,T001007884,condition_3
733,NCT04333693,Vascular Surgical Procedures,D014656,T042874,condition_242
734,NCT04333693,COVID-19,D000086382,T001007884,condition_3
735,NCT04333693,Postoperative Complications,D011183,T032949,condition_243
736,NCT04333732,COVID-19,D000086382,T001007884,condition_3
737,NCT04333849,COVID-19,D000086382,T001007884,condition_3
738,NCT04333862,COVID-19,D000086382,T001007884,condition_3
739,NCT04333875,Aortic Valve Stenosis,D001024,T003131,condition_244
740,NCT04333914,COVID-19,D000086382,T001007884,condition_3
741,NCT04333914,Neoplasms,D009369,T027926,condition_1
742,NCT04333953,Acquired Immunodeficiency Syndrome,D000163,T000474,condition_92
743,NCT04333953,COVID-19,D000086382,T001007884,condition_3
745,NCT04334005,COVID-19,D000086382,T001007884,condition_3
746,NCT04334044,COVID-19,D000086382,T001007884,condition_3
748,NCT04334148,COVID-19,D000086382,T001007884,condition_3
749,NCT04334252,COVID-19,D000086382,T001007884,condition_3
750,NCT04334265,COVID-19,D000086382,T001007884,condition_3
751,NCT04334291,COVID-19,D000086382,T001007884,condition_3
752,NCT04334382,COVID-19,D000086382,T001007884,condition_3
753,NCT04334434,Telerehabilitation,D000069350,T000879642,condition_245
754,NCT04334460,COVID-19,D000086382,T001007884,condition_3
756,NCT04334512,COVID-19,D000086382,T001007884,condition_3
760,NCT04334629,COVID-19,D000086382,T001007884,condition_3
761,NCT04334629,Respiratory Distress Syndrome,D012128,T001010711,condition_14
762,NCT04334629,SARS Virus,D045473,T538594,condition_110
763,NCT04334850,COVID-19,D000086382,T001007884,condition_3
764,NCT04334850,Pneumonia,D011014,T032393,condition_74
765,NCT04334876,COVID-19,D000086382,T001007884,condition_3
766,NCT04334928,COVID-19,D000086382,T001007884,condition_3
767,NCT04334954,"RNA, Viral",D012367,T036801,condition_195
768,NCT04334967,COVID-19,D000086382,T001007884,condition_3
