nctid,studytype_id,Study_Type,
NCT04799834,studytype_9,Observational,
NCT04979221,studytype_8,Interventional,
NCT04900454,studytype_8,Interventional,
NCT04657419,studytype_9,Observational,
NCT04905875,studytype_9,Observational,
NCT04482647,studytype_8,Interventional,
NCT04798066,studytype_5,Expanded Access:Intermediate-size Population,
NCT04537117,studytype_9,Observational,
NCT04762186,studytype_8,Interventional,
NCT04444531,studytype_9,Observational,
NCT04845048,studytype_9,Observational,
NCT04918901,studytype_9,Observational,
NCT04347070,studytype_9,Observational,
NCT04534790,studytype_8,Interventional,
NCT04951336,studytype_8,Interventional,
NCT04344171,studytype_9,Observational,
NCT04568655,studytype_9,Observational,
NCT04701905,studytype_9,Observational,
NCT04718480,studytype_8,Interventional,
NCT04408209,studytype_8,Interventional,
NCT04347369,studytype_9,Observational,
NCT04530435,studytype_8,Interventional,
NCT04859517,studytype_8,Interventional,
NCT04472494,studytype_8,Interventional,
NCT04521010,studytype_9,Observational,
NCT04381858,studytype_8,Interventional,
NCT04427098,studytype_8,Interventional,
NCT04402892,studytype_8,Interventional,
NCT04461925,studytype_8,Interventional,
NCT04346355,studytype_8,Interventional,
NCT04389411,studytype_8,Interventional,
NCT04305106,studytype_8,Interventional,
NCT04315987,studytype_8,Interventional,
NCT04942405,studytype_8,Interventional,
NCT04371822,studytype_8,Interventional,
NCT04460105,studytype_8,Interventional,
NCT04357535,studytype_9,Observational,
NCT04538586,studytype_9,Observational,
NCT04723524,studytype_8,Interventional,
NCT04713176,studytype_8,Interventional,
NCT04541485,studytype_8,Interventional,
NCT04445415,studytype_9,Observational,
NCT04572360,studytype_8,Interventional,
NCT04376593,studytype_8,Interventional,
NCT04978051,studytype_8,Interventional,
NCT04417335,studytype_8,Interventional,
NCT04374838,studytype_9,Observational,
NCT04244591,studytype_8,Interventional,
NCT04713878,studytype_8,Interventional,
NCT04345679,studytype_8,Interventional,
NCT04784559,studytype_8,Interventional,
NCT04320615,studytype_8,Interventional,
NCT04455815,studytype_8,Interventional,
NCT04810689,studytype_8,Interventional,
NCT04407130,studytype_8,Interventional,
NCT04372186,studytype_8,Interventional,
NCT04377464,studytype_9,Observational,
NCT04903327,studytype_8,Interventional,
NCT04916886,studytype_8,Interventional,
NCT04969172,studytype_8,Interventional,
NCT04373889,studytype_9,Observational,
NCT04336956,studytype_9,Observational,
NCT04386616,studytype_8,Interventional,
NCT04359602,studytype_9,Observational,
NCT04885517,studytype_8,Interventional,
NCT04542421,studytype_8,Interventional,
NCT04905836,studytype_8,Interventional,
NCT04363736,studytype_8,Interventional,
NCT04974190,studytype_8,Interventional,
NCT04534478,studytype_8,Interventional,
NCT04390503,studytype_8,Interventional,
NCT04970719,studytype_8,Interventional,
NCT04822402,studytype_9,Observational,
NCT04417257,studytype_8,Interventional,
NCT04712344,studytype_8,Interventional,
NCT04315896,studytype_8,Interventional,
NCT04951310,studytype_8,Interventional,
NCT04404244,studytype_9,Observational,
NCT04646031,studytype_5,Expanded Access:Intermediate-size Population,
NCT04738175,studytype_8,Interventional,
NCT04329650,studytype_8,Interventional,
NCT04273529,studytype_8,Interventional,
NCT04273581,studytype_8,Interventional,
NCT04409262,studytype_8,Interventional,
NCT04331470,studytype_8,Interventional,
NCT04771351,studytype_8,Interventional,
NCT04661527,studytype_8,Interventional,
NCT04959760,studytype_8,Interventional,
NCT04914364,studytype_9,Observational,
NCT04906694,studytype_8,Interventional,
NCT04986176,studytype_8,Interventional,
NCT04411680,studytype_8,Interventional,
NCT04937582,studytype_8,Interventional,
NCT04734860,studytype_8,Interventional,
NCT04374032,studytype_8,Interventional,
NCT04560881,studytype_8,Interventional,
NCT04355884,studytype_9,Observational,
NCT04691609,studytype_9,Observational,
NCT04747821,studytype_8,Interventional,
NCT04900428,studytype_8,Interventional,
NCT04368000,studytype_8,Interventional,
NCT04358809,studytype_8,Interventional,
NCT04325061,studytype_8,Interventional,
NCT04567173,studytype_8,Interventional,
NCT04528667,studytype_8,Interventional,
NCT04658121,studytype_9,Observational,
NCT04816084,studytype_8,Interventional,
NCT04643691,studytype_8,Interventional,
NCT04313127,studytype_8,Interventional,
NCT04344925,studytype_9,Observational,
NCT04589117,studytype_8,Interventional,
NCT04428268,studytype_8,Interventional,
NCT04487210,studytype_8,Interventional,
NCT04483622,studytype_9,Observational,
NCT04460690,studytype_8,Interventional,
NCT04328441,studytype_8,Interventional,
NCT04498325,studytype_8,Interventional,
NCT04930874,studytype_8,Interventional,
NCT04584697,studytype_8,Interventional,
NCT04577534,studytype_8,Interventional,
NCT04854772,studytype_8,Interventional,
NCT04615208,studytype_9,Observational,
NCT04941183,studytype_8,Interventional,
NCT04476888,studytype_8,Interventional,
NCT04342221,studytype_8,Interventional,
NCT04376996,studytype_9,Observational,
NCT04386109,studytype_9,Observational,
NCT04933981,studytype_9,Observational,
NCT04624997,studytype_9,Observational,
NCT04425460,studytype_8,Interventional,
NCT04367805,studytype_9,Observational,
NCT04907877,studytype_8,Interventional,
NCT04539626,studytype_8,Interventional,
NCT04445285,studytype_8,Interventional,
NCT04449380,studytype_8,Interventional,
NCT04803227,studytype_8,Interventional,
NCT04371744,studytype_9,Observational,
NCT04736732,studytype_9,Observational,
NCT04750369,studytype_9,Observational,
NCT04355533,studytype_8,Interventional,
NCT04368728,studytype_8,Interventional,
NCT04475471,studytype_9,Observational,
NCT04335201,studytype_8,Interventional,
NCT04368390,studytype_9,Observational,
NCT04949412,studytype_9,Observational,
NCT04401241,studytype_9,Observational,
NCT04589104,studytype_8,Interventional,
NCT04350476,studytype_8,Interventional,
NCT04531748,studytype_8,Interventional,
NCT04663737,studytype_8,Interventional,
NCT04932954,studytype_9,Observational,
NCT04354870,studytype_8,Interventional,
NCT04824469,studytype_8,Interventional,
NCT04527562,studytype_8,Interventional,
NCT04382729,studytype_8,Interventional,
NCT04414098,studytype_8,Interventional,
NCT04803370,studytype_8,Interventional,
NCT04422626,studytype_9,Observational,
NCT04346056,studytype_9,Observational,
NCT04463433,studytype_8,Interventional,
NCT04466657,studytype_8,Interventional,
NCT04849637,studytype_8,Interventional,
NCT04510623,studytype_9,Observational,
NCT04425889,studytype_9,Observational,
NCT04461340,studytype_8,Interventional,
NCT04964154,studytype_8,Interventional,
NCT04540406,studytype_8,Interventional,
NCT04366960,studytype_8,Interventional,
NCT04459325,studytype_8,Interventional,
NCT04644198,studytype_8,Interventional,
NCT04413838,studytype_8,Interventional,
NCT04947943,studytype_9,Observational,
NCT04586413,studytype_9,Observational,
NCT04639440,studytype_9,Observational,
NCT04836351,studytype_8,Interventional,
NCT04343248,studytype_8,Interventional,
NCT04649879,studytype_8,Interventional,
NCT04393558,studytype_9,Observational,
NCT04821674,studytype_8,Interventional,
NCT04389554,studytype_9,Observational,
NCT04381312,studytype_9,Observational,
NCT04339608,studytype_9,Observational,
NCT04878042,studytype_8,Interventional,
NCT04572412,studytype_8,Interventional,
NCT04359680,studytype_8,Interventional,
NCT04981379,studytype_8,Interventional,
NCT04456036,studytype_9,Observational,
NCT04558307,studytype_9,Observational,
NCT04356560,studytype_9,Observational,
NCT04625036,studytype_9,Observational,
NCT04329559,studytype_9,Observational,
NCT04854486,studytype_8,Interventional,
NCT04716907,studytype_9,Observational,
NCT04473690,studytype_8,Interventional,
NCT04382651,studytype_8,Interventional,
NCT04375761,studytype_9,Observational,
NCT04385017,studytype_8,Interventional,
NCT04455347,studytype_9,Observational,
NCT04703777,studytype_9,Observational,
NCT04575571,studytype_9,Observational,
NCT04647734,studytype_8,Interventional,
NCT04280588,studytype_8,Interventional,
NCT04318301,studytype_9,Observational,
NCT04701944,studytype_9,Observational,
NCT04668469,studytype_8,Interventional,
NCT04530474,studytype_8,Interventional,
NCT04657484,studytype_8,Interventional,
NCT04768179,studytype_8,Interventional,
NCT04712279,studytype_8,Interventional,
NCT04754113,studytype_8,Interventional,
NCT04930861,studytype_8,Interventional,
NCT04497610,studytype_9,Observational,
NCT04706390,studytype_9,Observational,
NCT04377815,studytype_9,Observational,
NCT04676867,studytype_8,Interventional,
NCT04374084,studytype_8,Interventional,
NCT04605887,studytype_8,Interventional,
NCT04726865,studytype_9,Observational,
NCT04436471,studytype_8,Interventional,
NCT04912011,studytype_8,Interventional,
NCT04426344,studytype_8,Interventional,
NCT04600141,studytype_8,Interventional,
NCT04410107,studytype_9,Observational,
NCT04475601,studytype_8,Interventional,
NCT04486482,studytype_8,Interventional,
NCT04356534,studytype_8,Interventional,
NCT04673162,studytype_8,Interventional,
NCT04581031,studytype_8,Interventional,
NCT04627519,studytype_8,Interventional,
NCT04459286,studytype_8,Interventional,
NCT04756869,studytype_9,Observational,
NCT04622891,studytype_8,Interventional,
NCT04420182,studytype_8,Interventional,
NCT04490811,studytype_9,Observational,
NCT04303299,studytype_8,Interventional,
NCT04513158,studytype_8,Interventional,
NCT04370821,studytype_9,Observational,
NCT04854824,studytype_9,Observational,
NCT04355871,studytype_9,Observational,
NCT04794985,studytype_9,Observational,
NCT04888793,studytype_9,Observational,
NCT04273646,studytype_8,Interventional,
NCT04962906,studytype_8,Interventional,
NCT04911790,studytype_8,Interventional,
NCT04816643,studytype_8,Interventional,
NCT04332107,studytype_8,Interventional,
NCT04895683,studytype_8,Interventional,
NCT04590365,studytype_8,Interventional,
NCT04545047,studytype_9,Observational,
NCT04614012,studytype_8,Interventional,
NCT04728919,studytype_9,Observational,
NCT04623671,studytype_8,Interventional,
NCT04448743,studytype_9,Observational,
NCT04345991,studytype_8,Interventional,
NCT04429724,studytype_8,Interventional,
NCT04978207,studytype_8,Interventional,
NCT04337359,studytype_5,Expanded Access:Intermediate-size Population,
NCT04983537,studytype_8,Interventional,
NCT04423978,studytype_9,Observational,
NCT04766931,studytype_8,Interventional,
NCT04359459,studytype_9,Observational,
NCT04444596,studytype_8,Interventional,
NCT04438239,studytype_9,Observational,
NCT04414124,studytype_8,Interventional,
NCT04798027,studytype_8,Interventional,
NCT04962308,studytype_8,Interventional,
NCT04649515,studytype_8,Interventional,
NCT04500418,studytype_8,Interventional,
NCT04730323,studytype_8,Interventional,
NCT04790786,studytype_8,Interventional,
NCT04511650,studytype_8,Interventional,
NCT04909892,studytype_8,Interventional,
NCT04978246,studytype_9,Observational,
NCT04463862,studytype_9,Observational,
NCT04785898,studytype_8,Interventional,
NCT04896957,studytype_9,Observational,
NCT04805840,studytype_9,Observational,
NCT04874792,studytype_9,Observational,
NCT04813328,studytype_9,Observational,
NCT04328493,studytype_8,Interventional,
NCT04401202,studytype_8,Interventional,
NCT04639466,studytype_8,Interventional,
NCT04487119,studytype_9,Observational,
NCT04894227,studytype_8,Interventional,
NCT04420741,studytype_8,Interventional,
NCT04634370,studytype_8,Interventional,
NCT04468256,studytype_9,Observational,
NCT04508972,studytype_9,Observational,
NCT04883203,studytype_8,Interventional,
NCT04354428,studytype_8,Interventional,
NCT04522089,studytype_8,Interventional,
NCT04551547,studytype_8,Interventional,
NCT04334044,studytype_8,Interventional,
NCT04331600,studytype_8,Interventional,
NCT04382794,studytype_9,Observational,
NCT04713553,studytype_8,Interventional,
NCT04877509,studytype_9,Observational,
NCT04510233,studytype_8,Interventional,
NCT04894474,studytype_8,Interventional,
NCT04659239,studytype_8,Interventional,
NCT04437706,studytype_9,Observational,
NCT04912804,studytype_9,Observational,
NCT04810728,studytype_8,Interventional,
NCT04646603,studytype_8,Interventional,
NCT04427345,studytype_9,Observational,
NCT04403828,studytype_9,Observational,
NCT04412538,studytype_8,Interventional,
NCT04447131,studytype_9,Observational,
NCT04910334,studytype_9,Observational,
NCT04512118,studytype_9,Observational,
NCT04273321,studytype_8,Interventional,
NCT04659941,studytype_8,Interventional,
NCT04718285,studytype_8,Interventional,
NCT04904783,studytype_8,Interventional,
NCT04365127,studytype_8,Interventional,
NCT04854759,studytype_8,Interventional,
NCT04458519,studytype_8,Interventional,
NCT04435808,studytype_8,Interventional,
NCT04470609,studytype_8,Interventional,
NCT04709328,studytype_8,Interventional,
NCT04972864,studytype_8,Interventional,
NCT04610138,studytype_8,Interventional,
NCT04758273,studytype_8,Interventional,
NCT04383574,studytype_8,Interventional,
NCT04338074,studytype_8,Interventional,
NCT04656691,studytype_8,Interventional,
NCT04352608,studytype_8,Interventional,
NCT04860908,studytype_9,Observational,
NCT04371432,studytype_9,Observational,
NCT04372017,studytype_8,Interventional,
NCT04449965,studytype_8,Interventional,
NCT04545060,studytype_8,Interventional,
NCT04913675,studytype_8,Interventional,
NCT04413955,studytype_9,Observational,
NCT04750720,studytype_8,Interventional,
NCT04756323,studytype_8,Interventional,
NCT04379154,studytype_8,Interventional,
NCT04504240,studytype_8,Interventional,
NCT04392245,studytype_9,Observational,
NCT04368884,studytype_9,Observational,
NCT04555096,studytype_8,Interventional,
NCT04642014,studytype_8,Interventional,
NCT04470583,studytype_9,Observational,
NCT04469179,studytype_8,Interventional,
NCT04344457,studytype_8,Interventional,
NCT04346017,studytype_8,Interventional,
NCT04963790,studytype_8,Interventional,
NCT04876417,studytype_8,Interventional,
NCT04799691,studytype_9,Observational,
NCT04363203,studytype_8,Interventional,
NCT04537949,studytype_8,Interventional,
NCT04670328,studytype_9,Observational,
NCT04343781,studytype_9,Observational,
NCT04343742,studytype_9,Observational,
NCT04478019,studytype_8,Interventional,
NCT04401475,studytype_8,Interventional,
NCT04596085,studytype_8,Interventional,
NCT04705844,studytype_8,Interventional,
