nctid,title,Study_Designs,Other_IDs,Locations,URL
NCT04568096,Combination of Chemopreventive Agents (All- Trans Retinoic Acid and Tamoxifen) as Potential Treatment for the Lung Complication of COVID-19,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,COVID-2019,NA,https://ClinicalTrials.gov/show/NCT04568096
NCT04351529,Austrian COVID-19 Registry,Observational Model: Other|Time Perspective: Other,AGMT_COVID-19,"LKH Feldkirch: Innere Medizin II/ Interne E (Hämatologie und Onkologie), Feldkirch, Austria|Kepler Universitätsklinikum Linz, Med. Campus III., Klinik für Lungenheilkunde / Pneumologie, Linz, Austria|IIIrd Medical Department, Private Medical University Hospital Salzburg, Salzburg, Austria|KH Zams: Innere Medizin Internistische Onkologie und Hämatologie, Zams, Austria",https://ClinicalTrials.gov/show/NCT04351529
NCT04482634,Tele-rehabilitation Versus Home Exercise Program in COVID-19,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment,2020.219.IRB1.069,"Koc University School of Medicine, Istanbul, Turkey",https://ClinicalTrials.gov/show/NCT04482634
NCT04374526,Early transfusIon of Convalescent Plasma in Elderly COVID-19 Patients. to Prevent Disease Progression.,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention,3205,"Fondazione Policlinico Universitario A. Gemelli IRCCS, Roma, RM, Italy|Ospedale SS Annunziata, Chieti, Italy|Istituto Nazionale Malattie Infettive Lazzaro Spallanzani, Rome, Italy",https://ClinicalTrials.gov/show/NCT04374526
NCT04796402,A Study to Assess if a Medicine Called Bamlanivimab is Safe and Effective in Reducing Hospitalization Due to COVID-19,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,FHREB 2021-023,"Fraser Health Authority, Fraser Health Region, British Columbia, Canada",https://ClinicalTrials.gov/show/NCT04796402
NCT04657497,A Study of FOY-305 in Patients With SARS-Cov-2 Infection (COVID-19),"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",FOY-305-01,"Aichi Clinical Site 1, Tokoname, Aichi, Japan|Chiba Clinical Site 1, Narita, Chiba, Japan|Fukuoka Clinical Site 1, Okawa, Fukuoka, Japan|Ibaraki Clinical Site 1, Tsuchiura, Ibaraki, Japan|Ishikawa Clinical Site 1, Kanazawa, Ishikawa, Japan|Kanagawa Clinical Site 3, Kawasaki, Kanagawa, Japan|Kanagawa Clinical Site 1, Yokohama, Kanagawa, Japan|Kanagawa Clinical Site 2, Yokosuka, Kanagawa, Japan|Mie Clinical Site 1, Yokkaichi, Mie, Japan|Niigata Clinical Site 1, Nagaoka, Niigata, Japan|Osaka Clinical Site 2, Daito, Osaka, Japan|Saitama Clinical Site 3, Kawagoe, Saitama, Japan|Saitama Clinical Site 1, Kuki, Saitama, Japan|Saitama Clinical Site 2, Kumagaya, Saitama, Japan|Tokyo Clinical Site 5, Bunkyo-ku, Tokyo, Japan|Tokyo Clinical Site 9, Bunkyo-ku, Tokyo, Japan|Tokyo Clinical Site1, Hachioji, Tokyo, Japan|Tokyo Clinical Site 7, Itabashi-ku, Tokyo, Japan|Tokyo Clinical Site 3, Meguro-ku, Tokyo, Japan|Tokyo Clinical Site 4, Shinagawa-ku, Tokyo, Japan|Tokyo Clinical Site 8, Sibuya-ku, Tokyo, Japan|Tokyo Clinical Site2, Sibuya-ku, Tokyo, Japan|Tokyo Clinical Site 6, Tachikawa, Tokyo, Japan|Okayama Clinical Site 1, Okayama, Japan|Osaka Clinical Site 1, Osaka, Japan",https://ClinicalTrials.gov/show/NCT04657497
NCT04713163,COVID-19 Vaccine Induced Immunity,Observational Model: Cohort|Time Perspective: Prospective,B2021:008,NA,https://ClinicalTrials.gov/show/NCT04713163
NCT04576728,Efficacy and Safety of Trimodulin in Subjects With Severe COVID-19,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",998,"Investigational site # 5503, Porto Alegre, Brazil|Investigational site # 5502, Santo André, Brazil|Investigational site # 5505, Santo André, Brazil|Investigational site # 5501, São Paulo, Brazil|Investigational site # 3304, Paris, France|Investigational Site # 3301, Paris, France|Investigational site # 3305, Saint-Étienne, France|Investigational site # 0707, Kemerovo, Russian Federation|Investigational site # 0709, Krasnoyarsk, Russian Federation|Investigational site # 0702, Moscow, Russian Federation|Investigational site # 0706, Moscow, Russian Federation|Investigational site # 0711, Moscow, Russian Federation|Investigational Site # 0704, Moscow, Russian Federation|Investigational site # 0708, Moscow, Russian Federation|Investigational site # 0701, Saint Petersburg, Russian Federation|Investigational Site # 3401, Barcelona, Spain|Investigational Site # 3402, Madrid, Spain",https://ClinicalTrials.gov/show/NCT04576728
NCT04912700,The Impact of Vaccination on Severity of Illness in COVID-19,Observational Model: Cohort|Time Perspective: Retrospective,2021-118,"Beaumont Hospital - Royal Oak, Royal Oak, Michigan, United States",https://ClinicalTrials.gov/show/NCT04912700
NCT04869579,"Selenium as a Potential Treatment for Moderately-ill, Severely-ill, and Critically-ill COVID-19 Patients.","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",2020-190,"CHRISTUS Good Shepherd Medical Center, Longview, Texas, United States",https://ClinicalTrials.gov/show/NCT04869579
NCT04878809,"Rapid Screening Circuit of COVID 19 in Schools, Pilot Study",Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention,ESCORAT,"John Talabot, Barcelona, Spain|Escola l'Horitzó, Barcelona, Spain",https://ClinicalTrials.gov/show/NCT04878809
NCT04389476,The Impact and Coping Strategy of COVID-19 Among Taiwan Society and Medical and Nursing Institutes,Observational Model: Case-Only|Time Perspective: Prospective,KSPH-2020-03,NA,https://ClinicalTrials.gov/show/NCT04389476
NCT04420988,Investigational COVID-19 Convalescent Plasma Infusion for Severely or Life-threateningly Ill COVID-19 Patients,NA,"Pro2020000746, Pro2020000911","Rutgers New Jersey Medical School, Newark, New Jersey, United States|University Hospital, Newark, New Jersey, United States",https://ClinicalTrials.gov/show/NCT04420988
NCT04555109,Convalescent Plasma for COVID-19 Research Donor Study,Observational Model: Cohort|Time Perspective: Prospective,1000070462,"The Hospital for Sick Children, Toronto, Ontario, Canada",https://ClinicalTrials.gov/show/NCT04555109
NCT04794374,Effects of Telerehabilitation After Discharge in COVID-19 Survivors,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,KA-20085,"Hacettepe University, Ankara, Turkey",https://ClinicalTrials.gov/show/NCT04794374
NCT04937569,Ivermectin Versus Standard Treatment in Mild COVID-19,Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,AssiutU-Ivercom,"Aliae AR Mohamed-Hussein, Assiut, Egypt",https://ClinicalTrials.gov/show/NCT04937569
NCT04681950,Assessment of Self-Collected Sample Compared to Clinician Collected Sample in COVID-19 and Influenza Program,Observational Model: Case-Only|Time Perspective: Other,47586,"Biocerna LLC, Fulton, Maryland, United States",https://ClinicalTrials.gov/show/NCT04681950
NCT04424940,COVID-19 Lessons Learned: the Outcome of TOMEKA® Project is to Teach,Observational Model: Cohort|Time Perspective: Prospective,UKinshasa|Tshima Guyguy Kabundi,"Cliniques Universitaires de Kinshasa, Kinshasa, Congo, The Democratic Republic of the",https://ClinicalTrials.gov/show/NCT04424940
NCT04338932,COVID-19 and Deep Venous Thrombosis,Observational Model: Cohort|Time Perspective: Retrospective,JessaH_COVID19_DVT,"Jessa hospital, Hasselt, Belgium",https://ClinicalTrials.gov/show/NCT04338932
NCT04432805,Descriptive and Evaluation Study of the Use of Pulmonary Ultrasound in the Initial Management of Pregnant Women in the Context of COVID-19,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic,2020-30|2020-A01303-36,"Assistance Publique Hôpitaux de Marseille, Marseille, France",https://ClinicalTrials.gov/show/NCT04432805
NCT04668625,"Risk of Infection of Severe Acute Respiratory Syndrome Coronavirus-2 (SARS-CoV-2), COVID-19, in a Massive Musical Show With Transmission Prevention Measures",Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention,PRIMACOV,"Germans Trias i Pujol Hospital, Badalona, Barcelona, Spain",https://ClinicalTrials.gov/show/NCT04668625
NCT04518735,Evolution of COVID-19 in Anticoagulated or Antiaggregated Patients (CORONA Study),Observational Model: Case-Control|Time Perspective: Retrospective,IIBSP-COV-2020-24,"Hospital de la Santa Creu i Sant Pau, Barcelona, Catalonia, Spain",https://ClinicalTrials.gov/show/NCT04518735
NCT04739410,Effectiveness of Ivermectin in SARS-CoV-2/COVID-19 Patients,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,IRB#FMH-07-2020-IRB-766-M,"Aijaz Zeeshan Khan Chachar, Lahore, Punjab, Pakistan",https://ClinicalTrials.gov/show/NCT04739410
NCT04425837,Effectiveness and Safety of Convalescent Plasma in Patients With High-risk COVID-19,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment,PLASMA COVID-19,"Fundación Santa Fe de Bogotá, Bogotá, Cundinamarca, Colombia",https://ClinicalTrials.gov/show/NCT04425837
NCT04358939,Prone Position in Patients on High-flow Nasal Oxygen Therapy for COVID-19 (HIGH-PRONE-COVID-19),Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,HIGH-PRONE-COVID-19|2020-A01121-38|DR200125,"Intensive Care Unit, University Hospital, Aix, Aix-en-Provence, France|Medical Intensive Care Unit, University Hospital, Amiens, Amiens, France|Intensive Care Unit, Hospital, Argenteuil, Argenteuil, France|Intensive Care Unit, Hospital,, Blois, France|Medical Intensive Care Unit, University Hospital, Brest, Brest, France|Medical Intensive Care Unit, Hospital, Béthune, Béthune, France|Medical Intensive Care Unit, University Hospital, Caen, Caen, France|Intensive Care Unit, Louis Mourier-APHP, Colombes, France|Intensive Care Unit, Hospital, Dax, Dax, France|Medical Intensive Care Unit, University Hospital, Dijon, Dijon, France|Medical Intensive Care Unit, University Hospital, Grenoble, Grenoble, France|Intensive Care Unit, Hospital, La Roche-sur-Yon, La Roche-sur-Yon, France|Intensive Care Unit, Hospital, Le Mans, Le Mans, France|Intensive Care Unit, University Hospital, Lille, Lille, France|Medical Intensive Care Unit, University Hospital, Nantes, Nantes, France|Medical Intensive Care Unit, University Hospital, Nice, NIce, France|Medical Intensive Care Unit, Hospital, Orléans, Orléans, France|Medical Intensive Care Unit, Tenon-APHP, Paris, France|Medical Intensive Care Unit, University Hospital, Poitiers, Poitiers, France|Medical Intensive Care Unit, University Hospital, Tours, Tours, France|Surgical Intensive Care Unit, University Hospital, Tours, Tours, France|Intensive Care Unit, Hospital, Valence, Valence, France|Medical Intensive Care Unit, University Hospital, Nancy, Vandœuvre-lès-Nancy, France|Intensive Care Unit, Hospital, Vannes, Vannes, France",https://ClinicalTrials.gov/show/NCT04358939
NCT04789460,Relationship Between Potential Predictors and Mortality in COVID-19 Patients ın Turkey,Observational Model: Cohort|Time Perspective: Retrospective,TURKEYPROMOD,"SBU Sultan Abdulhamid Han, Istanbul, Asia, Turkey",https://ClinicalTrials.gov/show/NCT04789460
NCT04648709,Evaluation and Longitudinal Follow-up of Biomarkers Predictive of Severe Forms of COVID-19,Observational Model: Cohort|Time Perspective: Prospective,20CH207|2020-A02943-36,"CHU Saint-Etienne, Saint-Étienne, France",https://ClinicalTrials.gov/show/NCT04648709
NCT04438980,Glucocorticoids in COVID-19 (CORTIVID),"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",CORTIVID,"Hospital Sant Joan Despí Moisès Broggi, Sant Joan Despí, Barcelona, Spain|Complejo Hospitalario de Navarra, Pamplona, Navarra, Spain",https://ClinicalTrials.gov/show/NCT04438980
NCT04533347,Tafenoquine in Patients With Mild to Moderate COVID-19,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",TQ 2020_06,"Clinical Trial Network, Houston, Texas, United States",https://ClinicalTrials.gov/show/NCT04533347
NCT04371406,Efficacy of Azithromycin-associated Hydroxychloroquine Therapy Given in General Practice in Early-stage Disease in COVID-19 Patients,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,APHP200447|2020-001702-35,NA,https://ClinicalTrials.gov/show/NCT04371406
NCT04412226,Effect of Using Barrier Devices for Intubation in COVID-19 Patients,Observational Model: Other|Time Perspective: Prospective,2020/56,"Kocaeli Derince Training and Research Hospital, Kocaeli, Izmit, Turkey",https://ClinicalTrials.gov/show/NCT04412226
NCT04346147,Clinical Trial to Evaluate Efficacy of 3 Types of Treatment in Patients With Pneumonia by COVID-19,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,24032020,"Hospital Universitario de Fuenlabrada, Fuenlabrada, Madrid, Spain",https://ClinicalTrials.gov/show/NCT04346147
NCT04843761,ACTIV-3b: Therapeutics for Severely Ill Inpatients With COVID-19,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",015 / ACTIV-3b,"Banner University Medical Center Tucson (Site 206-004), 1501 N. Campbell Avenue, Tucson, Arizona, United States|Community Regional Medical Center (UCSF Fresno) (Site 203-005), 2823 Fresno Street, Fresno, California, United States|VA Loma Linda Healthcare System (Site 074-017), 11201 Benton Street, Loma Linda, California, United States|Ronald Reagan UCLA Medical Center (Site 203-002), 757 Westwood Plaza, Los Angeles, California, United States|Mount Zion Hospital, UCSF Medical Center (Site 203-007), 1600 Divisadero St., San Francisco, California, United States|Moffitt-Long Hospital, UCSF Medical Center (Site 203-001), 505 Parnassus Ave., San Francisco, California, United States|University of Colorado Hospital (Site 204-001), 12605 E. 16th Avenue, Aurora, Colorado, United States|Denver Health Medical Center (Site 204-004), 780 Delaware Street, Pavilion B, Denver, Colorado, United States|MedStar Health Research Institute (Site 009-021), 110 Irving St., NW., Washington, District of Columbia, United States|Washington DC VA Medical Center (Site 009-004), 50 Irving Street, NW., Washington, District of Columbia, United States|Emory University (Site 301-008), Bldg. A, Suite 2236, 1365 Clifton Rd., NE., Atlanta, Georgia, United States|Edward Hines VA Hospital (Site 074-012), 5000 S. 5th Ave., Hines, Illinois, United States|Baystate Medical Center (Site 201-001), Critical Care Research, 759 Chestnut Street, Springfield, Massachusetts, United States|Montefiore Medical Center - Weiler campus (Site 206-003), 1825 Eastchester Road, Bronx, New York, United States|Montefiore Medical Center - Moses campus (Site 206-001), 111 E. 210th Street, Bronx, New York, United States|Mount Sinai Medical Center (Site 301-012), Icahn School of Medicine at Mount Sinai, One Gustave L. Levy Place, New York, New York, United States|Columbia University Irving Medical Center (Site 301-027), 177 Fort Washington Ave., New York, New York, United States|Duke University Hospital (Site 301-006), 2301 Erwin Road, Durham, North Carolina, United States|Wake Forest Baptist Health (Site 210-001), Medical Center Blvd, Winston-Salem, North Carolina, United States|University of Cincinnati Medical Center (Site 207-003), 234 Goodman Street, ML 0740, Cincinnati, Ohio, United States|Cleveland Clinic Fairview Hosptial (Site 207-005), 18101 Lorain Ave., Cleveland, Ohio, United States|Cleveland Clinic Foundation (Site 207-001), 9500 Euclid Ave., Cleveland, Ohio, United States|Cleveland Clinic Marymount Campus (Site 207-006), 12300 McCracken Road, Garfield Heights, Ohio, United States|Cleveland Clinic Hillcrest Hospital (Site 207-007), 6780 Mayfield Road, Mayfield Heights, Ohio, United States|Oregon Health & Science University (Site 208-003), 3181 SW Sam Jackson Park Rd., Portland, Oregon, United States|Medical University of South Carolina Research Nexus Clinic (Site 210-002), 96 Jonathan Lucas St., CSB 214, Charleston, South Carolina, United States|Vanderbilt University Medical Center (Site 212-001), 1301 Medical Center Dr., Nashville, Tennessee, United States|University of Texas Health Science Center (Site 203-006), 7000 Fannin St., Houston, Texas, United States|Intermountain Medical Center (Site 211-001), 5121 South Cottonwood Street, Murray, Utah, United States|University of Utah Health (Site 211-002), 419 Wakara Way, Ste. 207, Salt Lake City, Utah, United States|University of Virginia Health System, University Hospital (Site 210-003), 1215 Lee St., Charlottesville, Virginia, United States|Harborview Medical Center (Site 208-001), 325 9th Ave., Seattle, Washington, United States",https://ClinicalTrials.gov/show/NCT04843761
